customer_id,channel,event_type,timestamp,revenue
82,direct,purchase,2024-06-24,127.11
83,Instagram,touchpoint,2024-03-14,0.0
83,Email,touchpoint,2024-03-18,0.0
83,Email,touchpoint,2024-03-22,0.0
83,Organic,touchpoint,2024-03-29,0.0
83,Facebook,touchpoint,2024-03-30,0.0
83,direct,purchase,2024-03-30,180.1
84,Instagram,touchpoint,2024-06-03,0.0
84,Google,touchpoint,2024-06-04,0.0
84,Organic,touchpoint,2024-06-13,0.0
85,Google,touchpoint,2024-05-27,0.0
85,Organic,touchpoint,2024-05-31,0.0
85,Email,touchpoint,2024-06-04,0.0
85,direct,purchase,2024-06-07,134.26
86,Email,touchpoint,2024-01-24,0.0
86,Email,touchpoint,2024-01-28,0.0
86,Instagram,touchpoint,2024-01-30,0.0
86,Email,touchpoint,2024-01-30,0.0
87,Organic,touchpoint,2024-03-14,0.0
87,Facebook,touchpoint,2024-03-15,0.0
87,Email,touchpoint,2024-03-16,0.0
87,Email,touchpoint,2024-03-23,0.0
87,direct,purchase,2024-03-26,175.68
88,Facebook,touchpoint,2024-06-17,0.0
89,Organic,touchpoint,2024-05-12,0.0
89,Facebook,touchpoint,2024-05-16,0.0
90,Google,touchpoint,2024-03-09,0.0
90,Facebook,touchpoint,2024-03-12,0.0
91,Organic,touchpoint,2024-02-01,0.0
91,Google,touchpoint,2024-02-03,0.0
91,Organic,touchpoint,2024-02-07,0.0
91,Organic,touchpoint,2024-02-04,0.0
92,Instagram,touchpoint,2024-01-30,0.0
92,Facebook,touchpoint,2024-02-01,0.0
93,Facebook,touchpoint,2024-05-10,0.0
93,Facebook,touchpoint,2024-05-14,0.0
93,Facebook,touchpoint,2024-05-14,0.0
94,Organic,touchpoint,2024-02-18,0.0
94,Instagram,touchpoint,2024-02-20,0.0
94,Facebook,touchpoint,2024-02-24,0.0
94,Organic,touchpoint,2024-02-27,0.0
94,direct,purchase,2024-02-27,70.91
95,Facebook,touchpoint,2024-05-30,0.0
95,Facebook,touchpoint,2024-06-01,0.0
95,Facebook,touchpoint,2024-06-09,0.0
95,direct,purchase,2024-06-12,101.96
96,Organic,touchpoint,2024-02-18,0.0
96,Google,touchpoint,2024-02-22,0.0
96,Instagram,touchpoint,2024-02-26,0.0
96,direct,purchase,2024-02-29,146.94
97,Facebook,touchpoint,2024-04-08,0.0
97,Google,touchpoint,2024-04-09,0.0
97,Organic,touchpoint,2024-04-18,0.0
97,Instagram,touchpoint,2024-04-17,0.0
98,Facebook,touchpoint,2024-01-26,0.0
98,Google,touchpoint,2024-01-27,0.0
98,Google,touchpoint,2024-02-03,0.0
98,Facebook,touchpoint,2024-01-29,0.0
99,Facebook,touchpoint,2024-03-27,0.0
99,Email,touchpoint,2024-03-28,0.0
99,Facebook,touchpoint,2024-04-06,0.0
100,Organic,touchpoint,2024-05-18,0.0
100,Google,touchpoint,2024-05-19,0.0
100,Google,touchpoint,2024-05-24,0.0
100,Facebook,touchpoint,2024-05-21,0.0
101,Email,touchpoint,2024-04-23,0.0
102,Email,touchpoint,2024-03-24,0.0
102,direct,purchase,2024-03-27,46.2
103,Google,touchpoint,2024-04-15,0.0
103,Google,touchpoint,2024-04-17,0.0
103,Organic,touchpoint,2024-04-17,0.0
103,Organic,touchpoint,2024-04-27,0.0
103,Facebook,touchpoint,2024-04-23,0.0
104,Email,touchpoint,2024-02-29,0.0
104,Email,touchpoint,2024-03-04,0.0
105,Google,touchpoint,2024-03-14,0.0
105,Facebook,touchpoint,2024-03-15,0.0
105,Organic,touchpoint,2024-03-20,0.0
105,Facebook,touchpoint,2024-03-23,0.0
106,Facebook,touchpoint,2024-03-18,0.0
106,Instagram,touchpoint,2024-03-22,0.0
106,Facebook,touchpoint,2024-03-22,0.0
106,Email,touchpoint,2024-04-02,0.0
107,Email,touchpoint,2024-01-06,0.0
107,Organic,touchpoint,2024-01-07,0.0
107,Organic,touchpoint,2024-01-08,0.0
108,Email,touchpoint,2024-02-28,0.0
108,Google,touchpoint,2024-03-01,0.0
108,Email,touchpoint,2024-03-09,0.0
109,Instagram,touchpoint,2024-06-09,0.0
109,Facebook,touchpoint,2024-06-12,0.0
109,direct,purchase,2024-06-14,151.82
110,Facebook,touchpoint,2024-03-16,0.0
110,direct,purchase,2024-03-17,161.57
111,Email,touchpoint,2024-05-15,0.0
111,Email,touchpoint,2024-05-17,0.0
111,Email,touchpoint,2024-05-23,0.0
112,Instagram,touchpoint,2024-01-30,0.0
112,Google,touchpoint,2024-02-01,0.0
112,Organic,touchpoint,2024-02-07,0.0
112,direct,purchase,2024-02-10,22.51
113,Email,touchpoint,2024-02-01,0.0
113,Organic,touchpoint,2024-02-04,0.0
113,Email,touchpoint,2024-02-09,0.0
113,Google,touchpoint,2024-02-04,0.0
113,Instagram,touchpoint,2024-02-17,0.0
114,Google,touchpoint,2024-03-24,0.0
114,Facebook,touchpoint,2024-03-25,0.0
114,Facebook,touchpoint,2024-03-30,0.0
114,Google,touchpoint,2024-03-27,0.0
114,Instagram,touchpoint,2024-03-28,0.0
114,direct,purchase,2024-03-31,40.9
115,Facebook,touchpoint,2024-05-17,0.0
115,Email,touchpoint,2024-05-21,0.0
116,Google,touchpoint,2024-04-17,0.0
116,Instagram,touchpoint,2024-04-21,0.0
116,Organic,touchpoint,2024-04-25,0.0
116,Email,touchpoint,2024-04-29,0.0
116,Email,touchpoint,2024-04-21,0.0
116,direct,purchase,2024-04-24,191.1
117,Organic,touchpoint,2024-01-26,0.0
117,Instagram,touchpoint,2024-01-29,0.0
117,Email,touchpoint,2024-02-03,0.0
117,direct,purchase,2024-02-03,190.82
118,Organic,touchpoint,2024-01-24,0.0
118,Instagram,touchpoint,2024-01-25,0.0
118,Google,touchpoint,2024-01-30,0.0
118,Organic,touchpoint,2024-01-30,0.0
118,direct,purchase,2024-01-31,125.55
119,Organic,touchpoint,2024-03-25,0.0
119,Email,touchpoint,2024-03-26,0.0
120,Email,touchpoint,2024-02-03,0.0
120,Instagram,touchpoint,2024-02-05,0.0
121,Email,touchpoint,2024-02-03,0.0
122,Instagram,touchpoint,2024-05-30,0.0
122,Email,touchpoint,2024-06-01,0.0
122,direct,purchase,2024-06-04,114.7
123,Email,touchpoint,2024-05-01,0.0
124,Google,touchpoint,2024-04-25,0.0
125,Email,touchpoint,2024-06-17,0.0
126,Facebook,touchpoint,2024-01-16,0.0
127,Instagram,touchpoint,2024-05-05,0.0
128,Instagram,touchpoint,2024-06-04,0.0
128,Email,touchpoint,2024-06-06,0.0
128,Organic,touchpoint,2024-06-14,0.0
129,Organic,touchpoint,2024-04-07,0.0
129,Facebook,touchpoint,2024-04-10,0.0
129,Organic,touchpoint,2024-04-17,0.0
130,Google,touchpoint,2024-06-16,0.0
131,Facebook,touchpoint,2024-04-15,0.0
131,Facebook,touchpoint,2024-04-19,0.0
132,Email,touchpoint,2024-04-19,0.0
132,Google,touchpoint,2024-04-22,0.0
132,Instagram,touchpoint,2024-04-27,0.0
132,direct,purchase,2024-04-27,36.78
133,Organic,touchpoint,2024-04-05,0.0
133,direct,purchase,2024-04-07,140.6
134,Instagram,touchpoint,2024-03-31,0.0
134,Organic,touchpoint,2024-04-03,0.0
134,Email,touchpoint,2024-04-06,0.0
134,Organic,touchpoint,2024-04-03,0.0
135,Google,touchpoint,2024-06-17,0.0
135,Email,touchpoint,2024-06-18,0.0
136,Organic,touchpoint,2024-01-30,0.0
136,Facebook,touchpoint,2024-02-01,0.0
136,Organic,touchpoint,2024-02-09,0.0
137,Email,touchpoint,2024-01-07,0.0
137,Google,touchpoint,2024-01-08,0.0
137,Email,touchpoint,2024-01-13,0.0
137,Email,touchpoint,2024-01-16,0.0
137,Google,touchpoint,2024-01-11,0.0
138,Instagram,touchpoint,2024-06-17,0.0
138,Instagram,touchpoint,2024-06-19,0.0
138,Organic,touchpoint,2024-06-19,0.0
138,Facebook,touchpoint,2024-06-23,0.0
138,Facebook,touchpoint,2024-07-03,0.0
138,direct,purchase,2024-07-05,76.09
139,Instagram,touchpoint,2024-05-25,0.0
139,Google,touchpoint,2024-05-26,0.0
139,Organic,touchpoint,2024-05-29,0.0
139,direct,purchase,2024-05-29,68.98
140,Facebook,touchpoint,2024-05-04,0.0
140,Email,touchpoint,2024-05-08,0.0
140,Organic,touchpoint,2024-05-08,0.0
140,Email,touchpoint,2024-05-07,0.0
141,Facebook,touchpoint,2024-06-22,0.0
141,Email,touchpoint,2024-06-27,0.0
141,Google,touchpoint,2024-06-24,0.0
141,direct,purchase,2024-06-24,21.38
142,Email,touchpoint,2024-02-24,0.0
142,Email,touchpoint,2024-02-27,0.0
142,Instagram,touchpoint,2024-02-26,0.0
143,Facebook,touchpoint,2024-02-14,0.0
143,Google,touchpoint,2024-02-19,0.0
143,Organic,touchpoint,2024-02-24,0.0
143,Instagram,touchpoint,2024-02-23,0.0
143,direct,purchase,2024-02-23,98.52
144,Organic,touchpoint,2024-01-20,0.0
144,Organic,touchpoint,2024-01-24,0.0
144,Facebook,touchpoint,2024-01-28,0.0
144,Instagram,touchpoint,2024-01-29,0.0
145,Facebook,touchpoint,2024-02-13,0.0
145,Instagram,touchpoint,2024-02-16,0.0
145,Instagram,touchpoint,2024-02-21,0.0
145,direct,purchase,2024-02-24,114.31
146,Google,touchpoint,2024-03-20,0.0
146,Google,touchpoint,2024-03-23,0.0
146,Organic,touchpoint,2024-03-22,0.0
146,Organic,touchpoint,2024-03-23,0.0
147,Google,touchpoint,2024-03-30,0.0
147,Google,touchpoint,2024-03-31,0.0
147,Google,touchpoint,2024-04-05,0.0
147,direct,purchase,2024-04-06,156.84
148,Facebook,touchpoint,2024-02-15,0.0
149,Organic,touchpoint,2024-04-24,0.0
149,Email,touchpoint,2024-04-27,0.0
149,Facebook,touchpoint,2024-04-28,0.0
149,Facebook,touchpoint,2024-04-27,0.0
149,Email,touchpoint,2024-05-10,0.0
150,Organic,touchpoint,2024-01-15,0.0
150,Email,touchpoint,2024-01-16,0.0
150,Facebook,touchpoint,2024-01-23,0.0
150,Instagram,touchpoint,2024-01-18,0.0
150,Email,touchpoint,2024-01-27,0.0
150,direct,purchase,2024-01-27,130.7
151,Organic,touchpoint,2024-04-08,0.0
151,Instagram,touchpoint,2024-04-13,0.0
151,Organic,touchpoint,2024-04-16,0.0
151,Email,touchpoint,2024-04-14,0.0
151,Facebook,touchpoint,2024-04-28,0.0
152,Email,touchpoint,2024-04-25,0.0
153,Instagram,touchpoint,2024-05-09,0.0
153,direct,purchase,2024-05-12,198.38
154,Google,touchpoint,2024-05-13,0.0
154,Email,touchpoint,2024-05-16,0.0
154,Facebook,touchpoint,2024-05-19,0.0
154,Email,touchpoint,2024-05-25,0.0
154,Instagram,touchpoint,2024-06-02,0.0
155,Instagram,touchpoint,2024-01-17,0.0
155,Facebook,touchpoint,2024-01-22,0.0
155,Email,touchpoint,2024-01-23,0.0
156,Instagram,touchpoint,2024-02-08,0.0
156,Google,touchpoint,2024-02-13,0.0
156,Email,touchpoint,2024-02-14,0.0
156,Google,touchpoint,2024-02-20,0.0
156,Instagram,touchpoint,2024-02-28,0.0
156,direct,purchase,2024-03-02,135.83
157,Instagram,touchpoint,2024-02-02,0.0
157,Organic,touchpoint,2024-02-06,0.0
157,Instagram,touchpoint,2024-02-08,0.0
157,direct,purchase,2024-02-09,191.21
158,Google,touchpoint,2024-05-04,0.0
158,Google,touchpoint,2024-05-06,0.0
158,Email,touchpoint,2024-05-06,0.0
159,Organic,touchpoint,2024-05-09,0.0
159,direct,purchase,2024-05-11,177.75
160,Facebook,touchpoint,2024-02-03,0.0
160,Google,touchpoint,2024-02-05,0.0
160,Organic,touchpoint,2024-02-07,0.0
160,Facebook,touchpoint,2024-02-09,0.0
160,Facebook,touchpoint,2024-02-07,0.0
160,direct,purchase,2024-02-08,194.53
161,Google,touchpoint,2024-03-13,0.0
161,Google,touchpoint,2024-03-18,0.0
161,Facebook,touchpoint,2024-03-19,0.0
161,Email,touchpoint,2024-03-19,0.0
161,Facebook,touchpoint,2024-04-02,0.0
162,Organic,touchpoint,2024-04-07,0.0
162,Google,touchpoint,2024-04-11,0.0
162,Organic,touchpoint,2024-04-11,0.0
162,direct,purchase,2024-04-13,29.39
163,Instagram,touchpoint,2024-04-05,0.0
163,Instagram,touchpoint,2024-04-10,0.0
163,Instagram,touchpoint,2024-04-11,0.0
163,Email,touchpoint,2024-04-11,0.0
164,Instagram,touchpoint,2024-02-07,0.0
164,Facebook,touchpoint,2024-02-09,0.0
164,Instagram,touchpoint,2024-02-13,0.0
164,Instagram,touchpoint,2024-02-19,0.0
164,Organic,touchpoint,2024-02-23,0.0
164,direct,purchase,2024-02-26,199.01
165,Email,touchpoint,2024-02-27,0.0
165,Email,touchpoint,2024-02-28,0.0
165,Google,touchpoint,2024-03-02,0.0
165,direct,purchase,2024-03-05,145.29
166,Facebook,touchpoint,2024-06-29,0.0
166,Instagram,touchpoint,2024-07-04,0.0
167,Google,touchpoint,2024-03-06,0.0
168,Instagram,touchpoint,2024-05-15,0.0
168,Google,touchpoint,2024-05-18,0.0
168,Instagram,touchpoint,2024-05-21,0.0
168,Google,touchpoint,2024-05-18,0.0
168,Organic,touchpoint,2024-05-31,0.0
169,Organic,touchpoint,2024-05-07,0.0
169,direct,purchase,2024-05-08,149.34
170,Organic,touchpoint,2024-04-19,0.0
170,Google,touchpoint,2024-04-22,0.0
170,Facebook,touchpoint,2024-04-29,0.0
170,direct,purchase,2024-04-29,114.23
171,Organic,touchpoint,2024-01-18,0.0
171,Organic,touchpoint,2024-01-23,0.0
171,Instagram,touchpoint,2024-01-28,0.0
171,direct,purchase,2024-01-31,27.84
172,Instagram,touchpoint,2024-04-05,0.0
172,Instagram,touchpoint,2024-04-08,0.0
172,Google,touchpoint,2024-04-11,0.0
172,Organic,touchpoint,2024-04-08,0.0
173,Email,touchpoint,2024-02-04,0.0
173,Email,touchpoint,2024-02-09,0.0
173,Facebook,touchpoint,2024-02-08,0.0
174,Google,touchpoint,2024-06-10,0.0
174,Facebook,touchpoint,2024-06-11,0.0
174,Email,touchpoint,2024-06-12,0.0
174,Instagram,touchpoint,2024-06-16,0.0
